STREAM VALUE,10TH,EQ,IQ,TOTAL,DATA,STREAM
25,66.63,16.17,22,29.7,1465.86,Arts
100,59.27,16.61,17,19.82,1007.59,PCB
100,84.97,15.49,19,23.66,1614.43,PCB
100,85.71,16.52,24,35.09,2057.04,PCM
25,75.3,15.38,23,39.25,1731.9,Arts
60,63.41,16.05,16,23.8,1014.56,Commerce
100,74.85,12.59,9,24.57,673.65,PCB
60,67.28,14.8,19,26.45,1278.32,Commerce
60,69.23,15.24,6,15.07,415.38,Commerce
60,65.66,15.87,16,15.99,1050.56,Commerce
100,78.02,16.74,15,32.68,1170.3,PCB
100,69.96,16.25,13,29.03,909.48,PCB
100,71.92,13.44,22,34.51,1582.24,PCM
100,81.9,16.93,16,34.62,1310.4,PCB
60,53.12,17.44,20,21.18,1062.4,Commerce
60,67.66,14.57,21,22.54,1420.86,Commerce
100,78.41,15.96,19,32.36,1489.79,PCB
100,67.2,15.69,20,32.87,1344,PCM
100,80.03,15.42,9,29.98,720.27,PCB
100,70,14.3,18,27.18,1260,PCB
60,87.2,13.89,7,16.82,610.4,Commerce
100,68.5,14.5,11,30.07,753.5,PCB
60,68.58,17.03,11,28.81,754.38,Commerce
60,55.14,17.97,9,26.12,496.26,Commerce
100,92,16.71,21,35.76,1932,PCB
60,59.97,13.9,16,28.52,959.52,Commerce
60,63.67,13.89,2,25.73,127.34,Commerce
100,76.02,14.98,7,12.5,532.14,PCB
60,77.58,14.6,21,30.58,1629.18,Commerce
60,77.8,13.77,0,28.27,0,Commerce
60,71.06,16.4,2,17.02,142.12,Commerce
100,92,15.02,19,33.59,1748,PCM
60,57.14,17.69,7,24.98,399.98,Commerce
100,57.61,12.57,17,27.54,979.37,PCM
100,53.87,15.08,5,19.56,269.35,PCB
100,77.17,12.55,21,39.25,1620.57,PCM
100,65.9,15.88,14,16.97,922.6,PCM
100,90.65,16.63,20,32.18,1813,PCB
100,92,15.17,20,32.33,1840,PCB
60,71.02,14.71,20,32.18,1420.4,Commerce
60,82.08,14.62,15,21.06,1231.2,Commerce
100,62.45,15.75,6,20.73,374.7,PCB
100,88.53,15.92,18,37.02,1593.54,PCB
100,81.04,15.68,21,28.62,1701.84,PCM
100,75.61,15.24,16,23.3,1209.76,PCM
100,83.5,18.25,24,27.46,2004,PCB
100,73.11,13.95,19,27.11,1389.09,PCM
60,62.58,17.47,20,26.26,1251.6,Commerce
100,67.82,16.07,12,20.05,813.84,PCB
60,59.12,13.97,10,21.31,591.2,Commerce
60,62.65,15.24,9,30.32,563.85,Commerce
60,69.74,16.21,20,38.04,1394.8,Commerce
100,74.07,17.02,15,31.56,1111.05,PCB
60,59.77,14.79,20,31.91,1195.4,Commerce
100,75.7,14.2,14,25.66,1059.8,PCB
100,68.68,14.6,9,27.45,618.12,PCB
100,82.08,17.29,18,37.18,1477.44,PCB
100,91.04,16,24,36.58,2184.96,PCM
60,66.73,15.95,0,12.5,0,Commerce
60,50.97,11.66,3,17.47,152.91,Commerce
60,82.06,15.93,20,25.34,1641.2,Commerce
60,68.85,12.76,2,15.59,137.7,Commerce
25,70.05,15.19,23,23.23,1611.15,Arts
60,57.59,16.41,3,12.5,172.77,Commerce
25,81.4,15.3,23,37.64,1872.2,Arts
100,80.18,14.82,23,27.95,1844.14,PCM
25,67.35,16.95,16,33.24,1077.6,Arts
60,70.45,15.04,9,21.97,634.05,Commerce
100,61.52,16.57,5,17.23,307.6,PCB
100,51.75,18.25,3,19.36,155.25,PCB 
100,81.29,16.04,12,29.83,975.48,PCB
100,92,15.45,19,39.25,1748,PCB
25,77.74,15.9,20,36.43,1554.8,Arts
60,75.15,16.85,11,31.14,826.65,Commerce
25,84.48,15.79,22,39.25,1858.56,Arts
60,66.93,15.4,12,22.43,803.16,Commerce
100,82.7,13.68,19,18.69,1571.3,PCM
100,71.95,15.1,14,17.13,1007.3,PCM
100,62.21,15.31,9,25.04,559.89,PCB
100,73.29,15.87,9,12.5,659.61,PCB
60,61.17,14.97,19,29.23,1162.23,Commerce
100,79.17,18.16,22,33.51,1741.74,PCB
25,80.45,12.85,18,31.51,1448.1,Arts
100,78.63,15.84,4,16.74,314.52,PCB
100,76.62,16.4,20,36.36,1532.4,PCM
100,65.84,16.66,14,14.86,921.76,PCM
100,71.23,13.93,17,25.25,1210.91,PCB
100,68.24,15.01,4,21.1,272.96,PCB
25,66.57,15.24,21,28.93,1397.97,Arts
25,76.44,17.43,22,32.54,1681.68,Arts
60,51.15,14.67,12,22.75,613.8,Commerce
25,73.85,17.1,24,35.92,1772.4,Arts
100,76.7,15.77,16,22.62,1227.2,PCM
60,62.61,13.71,14,21.71,876.54,Commerce
60,71.68,17,22,28.69,1576.96,Commerce
60,81.43,15.08,19,34.44,1547.17,Commerce
60,86.74,16.47,22,21.23,1908.28,Commerce
100,68.12,15.73,4,25.2,272.48,PCB 
100,70.95,14.92,2,16.22,141.9,PCB
100,75.26,13.83,7,17.54,526.82,PCB
100,67.45,14.01,17,27.87,1146.65,PCM
60,77.27,14.78,12,29.7,927.24,Commerce
100,72.98,14.16,14,26.08,1021.72,PCM
100,72.02,14.65,15,31.42,1080.3,PCB
60,65.92,15.14,16,33.17,1054.72,Commerce
100,80.79,12.02,9,17.86,727.11,PCB
100,68.47,15.25,17,33.99,1163.99,PCM
100,87.71,17.56,18,32.86,1578.78,PCM
60,64.71,12.81,0,21.55,0,Commerce
60,75.41,15.27,24,35.92,1809.84,Commerce
100,68.39,13.22,8,26.67,547.12,PCB
100,75.33,17.29,19,32.56,1431.27,PCB
100,75.19,13.9,17,29.77,1278.23,PCM
100,71.36,15.97,8,23.33,570.88,PCB
60,62.82,17.67,17,30.87,1067.94,Commerce
100,82.65,15.04,15,26.85,1239.75,PCM
100,60.59,14.89,20,28.66,1211.8,PCM
100,62.8,15.29,22,27.34,1381.6,PCB
60,58.11,12.35,4,16.5,232.44,Commerce
25,82.75,16.82,19,36.63,1572.25,Arts
100,72.04,15.91,14,14.14,1008.56,PCB
100,63.81,17.88,23,24.08,1467.63,PCM
100,81.95,16.68,15,30.35,1229.25,PCM
100,72.14,13.69,17,28.75,1226.38,PCB
60,66.71,14.48,18,24.45,1200.78,Commerce
100,78.77,16.82,18,35.79,1417.86,PCB
100,82.39,15,14,17.09,1153.46,PCB
60,76.15,18.1,22,36.69,1675.3,Commerce
60,62.42,13.43,9,29.52,561.78,Commerce
25,88.11,15.03,20,39.25,1762.2,Arts
100,89.6,16.02,21,39.25,1881.6,PCM
100,84.85,17.77,23,38.6,1951.55,PCB
60,64.43,13.39,4,22.63,257.72,Commerce
25,77.79,12.52,19,33.19,1478.01,Arts
60,69.44,15.55,24,25.34,1666.56,Commerce
60,61.35,16.94,18,17.23,1104.3,Commerce
100,64.58,16.45,21,39.25,1356.18,PCB
100,80.07,15.31,17,35.72,1361.19,PCM
60,52.4,16.63,6,23.75,314.4,Commerce
100,85.85,18.09,22,36.71,1888.7,PCM
100,71.81,16.5,22,37.72,1579.82,PCB
60,76.46,14.86,2,17.22,152.92,Commerce
100,81.38,15.87,16,25.48,1302.08,PCB
100,78.2,16.28,19,26.89,1485.8,PCM
100,75.62,16.87,13,26.9,983.06,PCM
100,79.27,16.79,19,21.7,1506.13,PCM
100,75.57,12.69,14,16.62,1057.98,PCB
60,91.31,15.88,18,31.02,1643.58,Commerce
100,69.6,17.07,18,22.84,1252.8,PCM
100,82.18,16.84,22,36.83,1807.96,PCB
100,79.4,17.1,16,25.1,1270.4,PCB
60,65.43,15.99,17,20.28,1112.31,Commerce
100,78.61,13.76,21,22.64,1650.81,PCM
100,90.84,15.79,22,27.26,1998.48,PCM
60,64.44,15.65,12,25.38,773.28,Commerce
100,84.07,17.18,20,36.88,1681.4,PCB
100,83.13,15.93,14,31.97,1163.82,PCB
100,83.71,16.76,22,36.16,1841.62,PCB
60,70.64,15.01,3,17.58,211.92,Commerce
100,83.08,14.23,16,25.25,1329.28,PCM
100,70.57,14.79,14,36.14,987.98,PCB
100,79.07,15.39,5,28.12,395.35,PCB
100,82.17,12.48,13,32.7,1068.21,PCM
100,62.45,14.12,8,19.15,499.6,PCB
100,79.51,16.39,18,28.43,1431.18,PCB
100,76.18,13.02,18,30.74,1371.24,PCM
100,73.19,14.38,16,20.01,1171.04,PCM
100,75.33,13.38,16,17.19,1205.28,PCB
100,85.57,15.44,21,39.25,1796.97,PCB
100,90.97,15.62,10,22.51,909.7,PCB
100,67.92,17.97,20,29.77,1358.4,PCB
25,80.6,17.79,23,39.25,1853.8,Arts
60,69.52,16.89,21,25.9,1459.92,Commerce
100,66.78,14.44,17,28.32,1135.26,PCB
100,85.49,17.08,23,34.9,1966.27,PCB
100,78.64,13.3,21,35.34,1651.44,PCM
100,62.91,12.18,19,19.82,1195.29,PCM
100,80.33,17.23,14,30.94,1124.62,PCB
60,69.75,16.92,16,25.63,1116,Commerce
25,92,16.5,24,37.81,2208,Arts
100,81.06,16.56,21,30.35,1702.26,PCM
100,88.85,16.54,19,35.2,1688.15,PCM
60,77.16,14.09,16,30.55,1234.56,Commerce
100,90.38,15.16,22,36.35,1988.36,PCB
60,64.52,16.17,21,36.13,1354.92,Commerce
100,80.9,14.48,22,31.88,1779.8,PCM
25,67.63,13.22,22,36.31,1487.86,Arts
60,71.04,17.81,0,19.59,0,Commerce
100,84.17,17.43,3,35.44,252.51,PCM
100,70.66,15.11,11,15.65,777.26,PCB
100,80.45,17.05,16,19.76,1287.2,PCB
25,71.08,16.08,21,34.56,1492.68,Arts
100,79.65,15.5,18,29.76,1433.7,PCM
60,58.61,14.13,5,18.39,293.05,Commerce
60,65.82,14.95,18,19.64,1184.76,Commerce
100,62.61,16.21,10,24.35,626.1,PCB
100,78.97,17.48,18,34.75,1421.46,PCB
100,82.82,15.55,13,34.52,1076.66,PCB
100,73.35,16.84,8,19.61,586.8,PCB
60,74.9,16.81,9,27.47,674.1,Commerce
100,78.32,15.49,24,35.04,1879.68,PCB
100,76.04,15.81,8,24.25,608.32,PCB
60,51.35,15.07,5,19.16,256.75,Commerce
100,86.68,15.36,16,19.53,1386.88,PCB
100,80.4,12.02,17,23.86,1366.8,PCM
100,82.18,16.85,11,26.72,903.98,PCB
60,52.39,14.38,9,15.64,471.51,Commerce
100,66.78,13.98,18,23.84,1202.04,PCM
60,61.75,15.39,16,13.82,988,Commerce
100,92,17.08,19,26.62,1748,PCB
60,67.28,16.54,19,14.04,1278.32,Commerce
100,72.98,16.83,14,23.65,1021.72,PCB
60,79.59,14.94,10,25.69,795.9,Commerce
60,62.32,18.23,14,18.32,872.48,Commerce
60,54.08,15.46,18,33.67,973.44,Commerce
25,69.9,12.68,24,39.25,1677.6,Arts
100,72.3,17.4,16,25.79,1156.8,PCB
60,52.89,13.03,0,16.1,0,Commerce
100,92,12.3,20,37.61,1840,PCM
60,64.48,15.06,10,29.32,644.8,Commerce
60,58.49,15.91,16,12.5,935.84,Commerce
100,89.23,15.49,8,33.35,713.84,PCB
100,91.41,13.17,17,31.65,1553.97,PCM
60,63.03,15.3,9,30.27,567.27,Commerce
60,73.55,15.49,13,17.85,956.15,Commerce
100,67.67,12.31,2,16.89,135.34,PCB
100,82.44,16.31,16,29.9,1319.04,PCM
25,83.18,16.04,23,34.1,1913.14,Arts
60,80.5,16.43,22,34.74,1771,Commerce
60,61.77,14.95,17,25.73,1050.09,Commerce
60,92,18.25,10,29.27,920,Commerce
25,72.72,15.09,19,24.89,1381.68,Arts
60,61.02,16.32,4,22.85,244.08,Commerce
60,84.61,15.13,10,28.11,846.1,Commerce
100,80.98,16.48,22,28.84,1781.56,PCM
100,73.39,14.69,11,28.63,807.29,PCB
100,71.89,14.03,8,32.9,575.12,PCB
100,86.94,15.35,12,31.8,1043.28,PCB
100,88.29,13.38,20,30.81,1765.8,PCM
100,63.36,15.22,14,22.62,887.04,PCB
60,59.46,14.58,19,33.05,1129.74,Commerce
60,64.01,16.78,12,18.2,768.12,Commerce
100,70.01,14.46,21,29.84,1470.21,PCM
100,89.68,14.25,13,19.52,1165.84,PCB
100,67.73,15.02,14,30.6,948.22,PCM
100,74.19,15.5,10,31.92,741.9,PCB
60,68.85,15.7,4,25.75,275.4,Commerce
100,82,15.27,3,31.84,246,PCB
60,70.71,15.69,18,26.7,1272.78,Commerce
100,83.06,16.41,19,31.43,1578.14,PCM
100,76.79,14.23,21,28.18,1612.59,PCB
100,47.64,15.02,13,20.17,619.32,PCM
100,78.79,18.15,23,30.88,1812.17,PCM
60,57.6,14.69,18,18.5,1036.8,Commerce
100,78.18,15.99,7,31.2,547.26,PCB
60,82.13,15.72,21,33.05,1724.73,Commerce
100,80.88,13.62,4,28.91,323.52,PCB
100,57.46,16.36,10,30.51,574.6,PCB
100,72.52,15.57,22,39.25,1595.44,PCB
100,71.46,16.24,19,29.93,1357.74,PCM
100,79.82,13.65,14,30.12,1117.48,PCB
100,72.19,15.91,8,28.65,577.52,PCB
100,64.04,13.67,4,28.23,256.16,PCM
60,71.61,15.3,23,32.63,1647.03,Commerce
100,91.42,15.4,18,31.67,1645.56,PCM
100,75.7,16.14,9,30.3,681.3,PCB
100,77.87,13.81,12,20.13,934.44,PCB
100,65.48,16.53,17,32.12,1113.16,PCM
60,51.95,12.79,1,17.13,51.95,Commerce
60,53.06,16.46,5,21.63,265.3,Commerce
100,70.6,17.16,14,18.94,988.4,PCB
60,81.5,14.82,21,23.25,1711.5,Commerce
100,76.74,16.11,21,35.27,1611.54,PCB
100,56.1,15.98,2,29.41,112.2,PCB 
100,81.49,14.91,18,19.46,1466.82,PCB
100,80.01,16.22,18,31.32,1440.18,PCB
60,55.02,16.49,3,18.07,165.06,Commerce
100,84.15,16.71,19,32.33,1598.85,PCM
25,69.87,14.47,19,36.56,1327.53,Arts
100,83.66,14.53,24,26.78,2007.84,PCM
100,80.06,15.05,17,31.03,1361.02,PCB
100,71.92,16.99,2,17.34,143.84,PCB
60,77.62,14.53,8,26.44,620.96,Commerce
100,68.52,16.17,10,26.6,685.2,PCB
100,61.21,16.21,13,30.35,795.73,PCB
100,78.51,13.77,21,24.5,1648.71,PCB
60,61.52,15.92,18,24.53,1107.36,Commerce
60,61.38,14.4,19,25.66,1166.22,Commerce
100,72.32,18.25,23,14.48,1663.36,PCB
100,75.94,15.72,4,26.5,303.76,PCB
100,64.51,16.97,13,20.92,838.63,PCM
100,73.2,11.72,15,31.73,1098,PCM
100,86.27,15.55,16,32.79,1380.32,PCM
60,63.71,17.97,12,31.06,764.52,Commerce
100,77.72,17.1,18,24.48,1398.96,PCM
25,75.41,14.95,21,38.59,1583.61,Arts
100,83.03,13.16,3,25.08,249.09,PCM
100,69.92,14.02,19,31.51,1328.48,PCM
60,51.44,15.78,5,14.2,257.2,Commerce
100,80.47,14.27,14,27.59,1126.58,PCB
100,70.28,14.96,6,21.47,421.68,PCB
60,69.31,16.35,5,18.44,346.55,Commerce
60,66.26,14.22,12,29.02,795.12,Commerce
100,80.97,14.46,18,37.29,1457.46,PCB
100,85.92,15.98,22,34.17,1890.24,PCM
60,71.95,15.09,8,20.48,575.6,Commerce
100,92,17.75,24,38.81,2208,PCM
100,91.28,16.19,24,39.25,2190.72,PCM
25,76.58,15.2,21,35.05,1608.18,Arts
100,91.16,13.61,19,30.07,1732.04,PCM
100,83.2,16.41,19,31.04,1580.8,PCM
60,65.22,16.45,12,21.72,782.64,Commerce
100,83.05,18.25,17,33.21,1411.85,PCB
60,81.09,14.81,17,31.42,1378.53,Commerce
100,71.98,14.96,14,35.84,1007.72,PCM
100,83.08,18.25,10,35.75,830.8,PCB
100,74.02,17.11,22,34.62,1628.44,PCB
100,68.52,16.62,0,16.94,0,PCB
60,70.14,14.84,22,29.56,1543.08,Commerce
100,86.94,16.99,22,33.3,1912.68,PCM
100,68,15.27,6,17.29,408,PCB
60,73.53,13.09,3,17.47,220.59,Commerce
60,71.87,13.27,0,16.03,0,Commerce
100,72.34,14.24,11,26.85,795.74,PCB
25,80.5,15.71,15,27.34,1207.5,Arts
100,92,16.65,24,39.25,2208,PCM
60,73.3,16.86,15,38.29,1099.5,Commerce
60,74.78,17.63,19,30.86,1420.82,Commerce
100,83.88,14.59,20,35.44,1677.6,PCM
60,63.26,15.62,10,28.1,632.6,Commerce
100,90.15,14.17,22,39.25,1983.3,PCM
100,73.97,14.21,6,18.37,443.82,PCB
60,65.2,14.55,13,27.88,847.6,Commerce
25,74.39,14.7,19,39.25,1413.41,Arts
100,67.33,14.26,21,36.55,1413.93,PCM
60,65.49,13.39,1,16.71,65.49,Commerce
60,63.25,16.75,14,26.14,885.5,Commerce
100,90.06,17.43,17,37.49,1531.02,PCB
100,87.1,15.43,13,27.35,1132.3,PCB
100,74.16,12.83,11,16.99,815.76,PCB
60,64.49,16.72,12,27.78,773.88,Commerce
60,89.01,16.82,20,25.9,1780.2,Commerce
60,67.06,15.16,21,24.71,1408.26,Commerce
60,82.3,14.07,14,27.83,1152.2,Commerce
100,80.82,14.07,17,19.88,1373.94,PCB
100,62.42,14.43,17,31.62,1061.14,PCM
60,74.92,14.1,20,33.77,1498.4,Commerce
100,73.83,13.59,16,30.95,1181.28,PCM
25,70.06,14.92,19,35.29,1331.14,Arts
25,73.77,15.47,23,39.25,1696.71,Arts
100,75.38,15.82,22,32.26,1658.36,PCB
25,80.87,17.47,16,31.02,1293.92,Arts
100,76.5,15.84,18,23.54,1377,PCB
25,79.39,18.25,20,39.25,1587.8,Arts
100,88.25,15.52,7,20.56,617.75,PCB
60,80.2,11.24,17,32.76,1363.4,Commerce
100,92,16.83,21,34.92,1932,PCM
100,76.55,15.77,18,23.93,1377.9,PCB
100,75.85,14.54,6,19.61,455.1,PCM
100,78.1,13.23,22,24.84,1718.2,PCM
100,73.2,12.65,14,27.69,1024.8,PCB
100,60.43,15.48,12,18.85,725.16,PCB
100,92,15.8,21,39.25,1932,PCM
100,59.41,14.92,7,20.44,415.87,PCB
25,63.6,14.86,20,24.58,1272,Arts
100,76.79,15.55,21,34.73,1612.59,PCB
100,62.13,13.8,16,33.74,994.08,PCM
60,72.39,16.6,4,21.57,289.56,Commerce
100,81.65,15.36,19,30.34,1551.35,PCM
60,71.76,14.96,10,19.92,717.6,Commerce
100,86.82,18,10,33,868.2,PCB
100,88.81,14.94,7,29.07,621.67,PCB
60,62.06,14.59,17,24.34,1055.02,Commerce
100,87.42,16.86,20,38.16,1748.4,PCM
100,82.16,14.77,8,15.12,657.28,PCB
60,71.61,16.9,23,39.25,1647.03,Commerce
100,82.79,13.61,16,31.6,1324.64,PCB
60,75.9,15.65,17,28.23,1290.3,Commerce
100,90.06,13.45,19,30.94,1711.14,PCB
100,72.3,14.66,5,21.08,361.5,PCB
100,72.08,17.31,19,28.54,1369.52,PCB
100,68.14,17.39,19,25.27,1294.66,PCB
60,85.71,15.91,17,39.25,1457.07,Commerce
60,71.73,16.43,10,23.43,717.3,Commerce
100,74.67,16.47,12,22.34,896.04,PCB
100,62.14,17.27,23,23.09,1429.22,PCB
60,63.24,14.51,12,17.94,758.88,Commerce
100,72.72,17.25,14,24.42,1018.08,PCB
100,77.99,13.97,18,25.07,1403.82,PCB
100,77.62,12.44,4,12.5,310.48,PCB
25,69.38,16.35,10,36.52,693.8,Arts
100,87.66,14.62,20,36.34,1753.2,PCB
100,48.35,16.14,18,18.25,870.3,PCB 
100,81.23,15.07,16,34.03,1299.68,PCB
100,89.79,15.87,21,35.42,1885.59,PCB
100,69.59,15.53,8,12.57,556.72,PCB
60,69.12,13.86,18,23.35,1244.16,Commerce
100,87.05,16.78,1,15.31,87.05,PCB
60,68.29,14.91,4,15.62,273.16,Commerce
100,61.57,14.56,14,25.49,861.98,PCB
100,85.72,16.85,21,39.25,1800.12,PCM
100,65.72,12.82,18,35.51,1182.96,PCB
100,91.26,17.06,20,32.89,1825.2,PCM
60,70.24,15.13,10,27.09,702.4,Commerce
60,53.77,14.86,10,14.24,537.7,Commerce
25,65.78,14.99,20,37.56,1315.6,Arts
100,59.83,16.22,11,17.52,658.13,PCB
60,61.96,14.28,13,20.14,805.48,Commerce
100,73.69,15.12,17,33.48,1252.73,PCM
60,81.24,16.72,22,26.52,1787.28,Commerce
100,83.14,18.16,20,29.62,1662.8,PCM
60,68.61,15.85,19,35.93,1303.59,Commerce
100,88.28,16.15,12,29.46,1059.36,PCB
60,74.43,15.65,21,27.55,1563.03,Commerce
100,74.16,15.82,5,25.51,370.8,PCB
60,48.77,12.87,12,17.91,585.24,Commerce
100,73.21,15.27,12,16.88,878.52,PCB
60,76.08,14.96,8,34.01,608.64,Commerce
100,86.71,13.8,22,33.26,1907.62,PCB
60,71.53,18.03,14,30.45,1001.42,Commerce
100,63.14,17.34,14,34.48,883.96,PCB
100,70.99,13.26,18,24.35,1277.82,PCB
100,83.04,14.89,17,24.96,1411.68,PCM
100,57.68,16.49,14,17.24,807.52,PCM
100,77.05,14.71,19,37.44,1463.95,PCM
100,80.45,16.92,10,28.98,804.5,PCM
100,90.97,14.37,12,24.41,1091.64,PCB
60,62.2,17.03,7,25.29,435.4,Commerce
100,75,12.71,17,26.23,1275,PCB
100,64.55,14.31,12,28.91,774.6,PCB
100,74.02,15.83,19,21.93,1406.38,PCM
60,76.27,14.79,18,29.27,1372.86,Commerce
100,79.62,15.64,13,32.52,1035.06,PCB
60,68,16.66,18,29.19,1224,Commerce
100,85.74,12.13,9,28.97,771.66,PCB
60,53.85,14.41,9,19.21,484.65,Commerce
60,65.93,17.26,22,28.1,1450.46,Commerce
100,86.86,13.01,17,35.63,1476.62,PCB
100,63.02,13.81,16,31.71,1008.32,PCB
100,77.74,15.05,23,27.11,1788.02,PCM
60,81.16,17.15,2,34.98,162.32,Commerce
100,85.14,18.25,17,24.28,1447.38,PCB
25,83.83,14.06,16,38.38,1341.28,Arts
60,72.69,14.48,24,33.72,1744.56,Commerce
60,78.64,16.79,20,33.76,1572.8,Commerce
60,69.48,15.76,17,26.94,1181.16,Commerce
60,60.84,15.56,18,18.79,1095.12,Commerce
100,68.73,17.7,20,29.89,1374.6,PCB
100,84.12,17.49,9,25.61,757.08,PCB
60,70.49,14.5,7,25.3,493.43,Commerce
60,66.68,16.6,4,14.58,266.72,Commerce
60,58.73,11.71,6,14.11,352.38,Commerce
100,81.4,12.18,21,39.25,1709.4,PCM
100,69.37,16.94,3,18.17,208.11,PCB
100,65.75,16.88,15,20.32,986.25,PCM
60,66.34,14.79,1,25.22,66.34,Commerce
100,74.99,13.34,11,17.23,824.89,PCB
100,76.15,15.06,17,34.63,1294.55,PCM
25,81.98,15.85,20,39.25,1639.6,Arts
100,80.44,16.51,13,33.89,1045.72,PCB
100,87.96,13.05,20,30.5,1759.2,PCB
100,78.95,15.11,14,28.77,1105.3,PCB
100,69.67,16.15,17,25.05,1184.39,PCM
60,67.38,13.81,7,17.1,471.66,Commerce
60,58.16,17.55,8,28.19,465.28,Commerce
60,58.51,17.74,17,21.78,994.67,Commerce
100,67.63,15.04,15,23.21,1014.45,PCB
100,84.9,14.5,13,20.81,1103.7,PCB
100,66.26,17.85,17,28.58,1126.42,PCB
100,62.54,16.71,16,20.03,1000.64,PCM
60,61.36,14.45,16,27.8,981.76,Commerce
60,89.11,16.54,16,39.25,1425.76,Commerce
60,67.14,18.25,18,32.18,1208.52,Commerce
60,80.46,17.67,19,39.25,1528.74,Commerce
100,79.6,14.84,20,27.89,1592,PCM
60,76.49,15.72,2,23.35,152.98,Commerce
25,80.53,16.56,18,38.81,1449.54,Arts
60,58.12,14.27,1,12.5,58.12,Commerce
100,60.92,16.92,16,30.45,974.72,PCB
100,81.63,14.39,24,39.25,1959.12,PCM
100,70.53,12.14,6,29.28,423.18,PCB
60,65.46,14.68,13,27.02,850.98,Commerce
60,56.86,14.6,18,18.63,1023.48,Commerce
60,81.98,17.08,15,34.14,1229.7,Commerce
60,65.85,13.97,17,17.89,1119.45,Commerce
60,66.41,16.91,2,26.82,132.82,Commerce
100,83.12,14.85,20,33.84,1662.4,PCM
100,77.13,17.41,20,27.88,1542.6,PCM
60,58.87,13.98,17,32.93,1000.79,Commerce
25,70.31,17.27,19,35.72,1335.89,Arts
100,89.01,14.07,22,35.07,1958.22,PCM
100,78.41,17.38,20,32.54,1568.2,PCB
60,62.3,15.13,0,23.48,0,Commerce
100,73.94,14.76,16,23.57,1183.04,PCM
100,81.63,12.07,8,27.54,653.04,PCB
60,72.06,14.36,11,24.39,792.66,Commerce
60,65.17,16.89,20,28.76,1303.4,Commerce
60,65.22,15.04,18,29.95,1173.96,Commerce
100,84.55,14.23,21,25.87,1775.55,PCB
25,70.62,17.09,16,32.62,1129.92,Arts
100,62.98,12.02,18,30.05,1133.64,PCM
100,92,13.24,23,39.25,2116,PCM
25,67.03,17.79,16,34.04,1072.48,Arts
25,81.27,17.98,18,22.87,1462.86,Arts
100,83.64,13.63,14,25.15,1170.96,PCM
100,64,13.96,12,16.88,768,PCB
100,73.4,16.24,18,25.37,1321.2,PCB
25,62.98,15.69,17,33.73,1070.66,Arts
100,82.73,13.48,21,36.19,1737.33,PCM
100,79.97,14.42,20,25.16,1599.4,PCM
100,79.12,14.15,15,33.77,1186.8,PCB
100,90.37,15.12,21,39.25,1897.77,PCM
60,84.92,13.65,18,21.11,1528.56,Commerce
100,73.88,15.21,7,12.5,517.16,PCB
100,88,14.62,18,31.31,1584,PCB
60,71.26,16.66,12,32.55,855.12,Commerce
100,69.7,16.36,7,22.51,487.9,PCB
60,70.36,14.56,9,18.97,633.24,Commerce
25,62.7,16.13,15,31.03,940.5,Arts
100,76.25,15.86,15,23.65,1143.75,PCB
100,65.2,13.59,15,25.75,978,PCB
100,81.85,13.32,6,15.81,491.1,PCM
60,50.57,16.91,8,18.32,404.56,Commerce
100,80.38,16.28,17,29.72,1366.46,PCM
60,71.62,13.59,18,22.25,1289.16,Commerce
60,67.96,16.08,21,26.41,1427.16,Commerce
100,79.45,15.77,17,35.24,1350.65,PCB
60,57.53,16.31,5,26.53,287.65,Commerce
60,63.25,15.95,22,26.17,1391.5,Commerce
100,75.77,16.45,19,35.73,1439.63,PCM
100,69.57,14.3,1,20.07,69.57,PCB
100,61.61,13.04,4,15.02,246.44,PCB
100,87.57,13.21,16,28.06,1401.12,PCM
100,81.76,13.31,13,28.27,1062.88,PCB
60,69.16,14.99,18,17.85,1244.88,Commerce
100,75.11,15.01,21,31.44,1577.31,PCM
100,62.74,14.98,4,18.37,250.96,PCB
60,69.16,16.54,20,32.36,1383.2,Commerce
25,74.65,16.3,24,39.25,1791.6,Arts
100,76.99,16.43,17,36.55,1308.83,PCM
60,71.36,14.59,12,16.18,856.32,Commerce
60,71.74,13.25,16,26.91,1147.84,Commerce
60,63.14,16.33,16,19.44,1010.24,Commerce
60,61.78,15.77,16,22.22,988.48,Commerce
60,64.03,12.31,13,24.82,832.39,Commerce
100,80.48,16.33,18,36.66,1448.64,PCM
100,83.63,14.67,9,28.69,752.67,PCB
100,72.7,16.85,20,33.05,1454,PCB
100,74.64,13.06,14,26.5,1044.96,PCM
100,85.07,16.21,21,33.23,1786.47,PCM
60,80.24,17.61,8,32.16,641.92,Commerce
60,67.19,18.25,2,31.07,134.38,Commerce
100,61.6,14.15,17,34.31,1047.2,PCM
100,61.28,13.61,19,16.95,1164.32,PCM
60,51.8,12.46,13,21.61,673.4,Commerce
60,64.92,15.53,14,29.29,908.88,Commerce
100,68.48,15.03,20,39.25,1369.6,PCM
100,70.65,15.79,21,30.19,1483.65,PCM
100,74.01,15.26,9,35.2,666.09,PCB
100,83.17,15.44,16,39.25,1330.72,PCM
25,67.27,17.01,17,29.67,1143.59,Arts
100,82.52,15.78,10,22.07,825.2,PCB
100,64.84,15.44,11,14.81,713.24,PCB
60,72.21,14.41,20,29.23,1444.2,Commerce
