10th,12th,IQ ,O,C,E,A,N,STREAM
97.33,48.14,59,51.7,67.4,50.6,55.1,44.2,Commerce
91.2,77.65,14,60.7,76,64,72.1,60.1,Commerce
99.22,81.19,22,81.1,81.7,53,88.2,32.9,PCB
93.59,47.41,50,52.7,45,67.2,67.6,50.6,PCB
77.69,78.78,36,67.2,71.6,74.2,53.9,23.2,PCB
92.81,78.85,20,56.2,69.1,45.9,60.9,23,Commerce
90.54,74.02,57,64.1,93.1,60.6,87.3,43.1,Arts
90.6,81.82,17,44,58.8,68.5,72.2,59.5,PCB
88.46,77.41,16,44.9,70.5,28.6,72.1,27.9,Commerce
87.97,79.73,57,61,50,49.7,55.8,46.3,PCM
81.24,77.07,54,54.2,53.4,28.2,84.8,57.3,PCM
93.69,75.48,20,80.3,91.2,84.6,80.3,35.1,Commerce
97.21,43.66,5,51.2,51,28,64.3,26.4,PCB 
95.51,55.26,65,58.1,62.8,44.5,77.2,34.3,PCB
95.65,79.93,53,52.7,61.6,62.7,82.7,40.8,PCB 
93.78,76.62,21,51.1,42.3,46.8,68.6,36.8,PCM
90.2,80.87,14,59.8,60.9,63.4,50.5,36.2,PCM
93.98,48.58,21,54.5,58.9,56.4,81.5,26.3,Commerce
91.88,78.47,4,66.1,58.8,70.9,64.3,51.5,Commerce
95.56,76.96,64,50,71.9,47,62.7,30.2,Commerce
94.3,81.43,27,80.9,19.6,54.7,77.3,45,PCB
98.08,77.11,34,76.9,80.4,75.4,74.3,23,PCB
98.91,48.81,17,49.1,77.8,30.4,48.8,23,Arts
86.78,75.31,10,52.8,54.7,40.5,64.6,32.4,PCM
89.91,74.24,27,71.5,75.3,88.6,83.4,28.8,Commerce
65.25,82.3,28,51.4,56.2,62.8,83.4,39,PCM
76.52,74.73,77,75,87.4,66.2,71.9,52.3,Commerce
92.59,89.56,23,65,87.2,49.7,74.8,43.5,PCB
91.91,74.51,7,50.8,61.2,33.4,37.1,31.3,PCM
76.6,80.4,24,72.6,47.8,51.7,52.4,25.1,Arts
81,78.36,7,69.9,76.3,36.8,70.7,39.9,PCM
93.68,63.7,28,41.5,44.5,61,65.8,23,PCB
89.72,81.78,12,35,88.4,53,45,23,PCM
96.27,77.62,9,77.3,76.1,46.9,94.7,49.1,PCM
91.87,77.55,40,48,20.6,75.7,64.9,23,PCB
93.16,87.33,25,68.9,87.8,49.7,62.4,37.4,PCM
99.22,76.1,11,41.7,57,35.8,51.9,23,PCB
94.71,50.12,78,71.6,76.9,42.7,70.1,33.1,Commerce
86.01,76.09,47,79.1,47.4,59.3,51.1,23,Commerce
98.24,46.37,35,59.1,52.8,40.9,73.4,33,PCB
88.38,79.21,20,61.8,78.2,45.3,42.4,28.7,Commerce
90.29,75.05,23,46.3,63.2,67.5,68.2,28,PCB
99.22,77.35,32,59.6,85.3,38.2,67.1,23,PCM
91.55,58.82,5,41.2,62.7,39.8,39.2,23.6,Commerce
71.18,71.2,23,75.1,89.1,77.3,72,23,Commerce
95.81,78.5,28,68.6,37.5,78.1,72.2,65.1,PCB
96.31,78.18,13,56.8,65.3,75.8,82,29.1,PCB
99.22,81.35,20,48.9,51.9,22.8,64.4,53.4,PCM
87.33,76.3,29,58.5,75.1,66.8,62.8,40.6,PCM
83.41,79.1,41,98,79.3,90.7,58.5,32.2,PCB
98.83,45.87,20,47.8,63.1,61.8,57.6,67.2,Commerce
92.07,78.15,16,56.9,34.4,75.9,43.2,30.8,PCB
94.81,80.43,11,58.4,49.7,39.6,49,43.2,Commerce
91.59,84.11,13,58,74.3,57.2,56.4,24.5,Commerce
90.79,77.14,15,43.4,54.2,67.8,66.6,41.5,Commerce
94.22,76.87,26,63.5,41,55.4,53,28.6,PCB
95.7,77.32,3,71.9,97.5,38.2,83.3,42.2,PCM
83.75,75.38,28,71,41.6,54.1,80.9,46.8,PCB
90.56,79.15,19,48.1,78.1,65.1,70.3,50.3,PCB
93.2,75.41,54,94.7,73.9,71.7,62.7,23,PCM
91.85,80.81,12,71.3,82,64.8,85.3,23,PCB
96.64,80.35,29,51,43.9,79,68.1,41.3,PCB
82.68,81.37,26,42.8,52.7,65.2,83.1,33.2,PCB
95.22,78.3,4,78.2,58.8,47.6,94.7,36.6,Commerce
85.17,79.44,74,49.1,41.1,67.6,83,60.3,Commerce
90.83,42.24,32,44.8,69.3,56.5,42.3,25.3,Commerce
84.94,78.06,57,57.8,79.3,37.2,61,35.4,PCM
87.53,76.89,23,52.7,41.6,22.7,81.4,36.2,PCB
71.38,78.09,19,63.3,57.4,47.1,41.3,45.7,PCM
86.74,77.38,17,52.5,50.7,56.5,45.5,27.1,Commerce
89.8,81.15,55,56.8,64.3,44.7,76.8,42.5,Arts
95.37,89,26,57.5,68.5,63,68.5,23,Commerce
94,76.84,16,54.5,51.7,32.8,82.7,32.4,PCM
70.58,79.56,16,57.1,74.5,57.7,75.5,30.1,Commerce
97.68,76.83,29,59.4,81.1,74.3,47.2,24.8,Commerce
88.78,79.87,72,48.1,82.8,61.4,80.1,30.1,PCM
91.61,79.07,30,61.2,57.4,54.3,74.4,39.9,PCB
88.51,80.22,53,57.9,67.9,58.5,71.7,23,PCB
93.37,76.28,26,70.6,84.3,83.9,96.5,23,Commerce
85.21,84.39,23,56.9,84.2,73,55,38.4,PCB
92.7,78.17,67,48.8,74.1,82.9,75.3,23.7,PCB
94.06,77.37,11,54.4,70.1,43.7,60.8,31.8,Commerce
75.82,58.37,80,47.6,54.6,33.2,48.7,40.2,Arts
99.22,76.85,65,55.7,64,37.2,72.6,32.5,PCB
97.15,77.7,57,67.1,46.1,44,73.1,39.8,PCB
85.21,57.47,23,49.6,55.3,38.7,68.5,47.3,PCB
97.82,40,27,44.9,69.9,41.4,58.3,23,PCB
96.92,76.02,16,65.3,44,57.6,53.9,23,Commerce
93.85,74.28,30,84.8,77,82.4,63,35,Commerce
95.28,79.33,20,53.6,97.1,51.4,70.3,51.9,Commerce
94.03,59.14,32,57.9,34.1,31.8,86.7,51.5,PCB
99.22,78.86,22,74.7,80.2,44,86.6,33,Commerce
86.9,78.48,26,65.3,85.1,58.9,65.7,44.7,PCB
75.89,75.21,25,39.5,72.7,80.1,85.1,40.4,PCB
65,79.8,11,38,75.3,41.9,67.4,24.8,PCB
86.35,75.62,29,54.2,60.2,68.3,58.5,23,Commerce
93.26,79.4,26,37.1,64.2,49.8,79.3,52,Commerce
93.69,79.87,33,85.2,66,93.6,66.9,23,PCM
87.86,75.83,72,50.1,78.3,53.6,65.9,23,PCB
90.58,75.69,17,64.7,77.3,49.9,65,25.1,PCM
79.57,82.08,13,42.3,61.8,56.3,85.1,49.7,PCM
88.45,75.91,48,58.4,97.9,54.1,73.2,25.2,Commerce
95.77,75.18,27,71.2,80,56.7,83.1,23,Arts
76.08,74.53,15,75.9,89,81.7,74.5,32.8,PCB
90.35,76.32,77,52,61.2,35.7,56.4,41,PCB
87.19,72.96,14,56.3,61.9,59,61,46.6,Commerce
95.85,78.5,25,61.6,79.2,67.6,66,41.3,PCM
83.17,79.23,9,53.1,55.7,39.5,80.4,33.5,Arts
85.88,76.99,11,52.9,62.7,46.8,76.8,26.6,Arts
90.34,75.56,16,66.3,59.3,55.3,88.5,40.1,Commerce
99.22,68.05,29,82.8,55.4,51.2,72.1,30.3,Commerce
96.68,79.7,47,57.9,48,57.1,87.2,23,Commerce
96.27,76.86,70,75.7,81.4,76.2,75.2,23,Arts
93.79,80.11,31,63.5,73.2,63.5,83.9,47.3,PCM
90.01,75.73,21,41.8,52.8,72.5,54.3,38,Commerce
99.22,80.18,25,36.8,51,69,75.1,42.2,Commerce
92.39,74.48,39,69.2,72.9,88.1,60.6,41.2,PCM
92.23,78.7,19,68,82.1,46.5,70.2,48.1,PCM
92.79,74.29,67,67.5,78.3,91.5,71.1,23,Commerce
88.53,79.01,36,67.4,88.9,81.4,41.3,23,PCM
75.21,81.1,22,44,88.3,36.8,58,39.5,PCB
90.9,78.14,72,72.2,84.4,65.2,69.8,35.4,PCB
95.47,42.38,23,71.4,81.5,54.1,60.7,32.5,Commerce
70.37,78.31,7,68.7,70,53.1,68.4,23,PCM
91.82,80.08,65,73.8,53,69.3,93.3,38.1,PCB 
96.29,78.28,34,64.2,75.8,91.9,71.8,26.2,Commerce
93.8,79.94,64,67.2,88.6,50.7,71.7,35.9,PCB
84.02,82.34,31,58.8,80.4,47.7,70.7,32.6,PCB
93.22,79.73,36,63.2,56.1,62.3,49.6,39.3,Commerce
87.87,83.93,13,36.7,48.8,34,80.6,23,Arts
90.73,78.32,7,38.2,56.9,21,64.2,38.6,PCB
87.11,76.02,27,85.9,73.1,65,75,26.9,PCB
94.32,78.93,22,47.3,61.4,45,74.7,23,Arts
92.82,80,54,49.3,60.4,35.9,53.7,36.1,PCM
76.62,81.49,46,75.2,78.8,86.2,93.6,26.3,PCM
83.85,81.79,20,58.2,47.9,34.4,58.1,41.1,Commerce
82.5,77.15,14,37.6,50.1,43.9,36.5,34.4,Commerce
75.3,80.48,18,40.5,46.9,69.6,86,23,PCB
93.49,76.78,3,75.6,78.3,90.7,77.6,23,Arts
90.3,77.84,55,59.2,74.7,48.9,98.7,23,PCB
87.19,77.36,29,77.6,41.1,41.1,79.1,38.9,PCB
95.34,42.48,31,36,89.9,38.6,60.2,30.5,PCM
95.81,80.02,60,72.1,52.8,53.9,65.9,23,Arts
84.18,74.6,33,59.2,27.5,42.2,66.5,40.1,Commerce
83.64,74.32,19,49.6,67.8,35.3,52.1,29.1,PCB
88.72,80.26,20,51,89.1,71.7,78.1,32.6,Commerce
89.67,79.45,24,69.3,82,91.7,70.9,35.1,Commerce
93.43,75.27,20,42,57.3,52.3,75.4,23,Commerce
99.22,80.7,22,52.7,55.6,48.9,76.3,27.7,PCB
86.29,78.5,16,66.6,52.1,85.8,66,54.9,PCB
95.96,80.06,18,70.5,42.4,47.2,78.4,32.3,PCM
94.7,77.71,40,70.2,73.6,57.7,90.3,27.9,PCB
79.19,81.19,15,57.9,58.3,53.1,63.2,37.7,Commerce
92.12,77.4,58,50.5,83.9,53.9,85.9,37.6,Commerce
91.3,82.17,42,57.5,53.4,71.9,63.2,40.2,PCB
92.33,80.04,16,44.9,58.1,61,64.4,46.8,PCM
88.71,75.41,86,60.8,91,86.8,63.4,36,PCB
91.15,76.64,4,77.6,66.2,58.5,70.1,57.7,PCB
92.35,55.37,19,53.4,51.1,42.2,66,23,Commerce
93.3,76.17,24,81.1,54.7,93.3,69.5,23,PCB
99.22,45.53,24,61.5,47.4,68.5,79.5,27.5,Commerce
89.91,80.09,58,39.9,53.7,36.8,74.7,35.1,Commerce
76.87,40,7,41.2,45.9,49.5,37.3,38.3,PCB
90.17,79.4,38,74,53,75.6,86.9,50.1,Commerce
90.16,42.88,26,63.1,57.3,73.9,66.1,34.1,Commerce
90.18,74.08,11,54,48.9,49,59.9,36.7,PCB
97.79,76.64,26,53.3,87.3,26.1,72,38.3,Commerce
93.96,81.33,10,41.9,86.1,44.5,78.5,23,Commerce
97.38,79.17,26,63.7,75.4,83.4,71.9,23,Commerce
91.36,81.09,8,55.9,57.6,48.6,45.9,71.2,PCM
97.87,78.57,42,43.7,12.5,28.8,53.1,46.4,Commerce
93.42,56.55,52,53.9,77,44.5,47.3,40,PCM
97.1,78.72,22,57.7,89.2,50.1,83.3,35.6,PCB
90.6,79.75,51,67.2,13.7,57.5,69.7,23,PCM
97.59,79.43,26,54,75,40.5,48.6,52.9,PCM
82.88,79.63,70,55,90.2,58.1,68.1,36.9,PCB
89.74,76.96,59,60.2,46.2,29.7,57.2,45.9,PCB
99.1,78.98,3,78.1,81.4,50,90.7,23,Commerce
91.94,76.98,72,68.6,91.4,70.2,77.3,25.5,Commerce
87.56,77.02,30,48.9,55.4,68.6,53.7,45.1,PCB
76.54,51.91,19,37.6,59,34.2,82.2,32.7,PCB
91.46,79.04,17,52.5,47.5,52.6,76,39.9,PCM
98.27,40,8,39.2,48.2,25,34.9,46.6,PCM
99.22,77.72,52,61,55,39,86.9,52.8,PCB
91.46,76.64,19,53.5,81.2,45.6,93.3,26.3,PCM
72.02,79.62,11,49.6,48.8,68.4,46.6,43.9,Commerce
90.97,78.41,12,84.9,72.8,71.4,82.2,48,PCB
81.68,42.68,18,45.7,91,68.2,45.8,23,Commerce
92.94,53.36,25,38.2,72.9,72.5,52.4,26.2,Commerce
96.12,58.54,13,48.6,85.2,69.5,73.8,23,Commerce
85.88,81.07,22,67.1,98,71,83.9,31.2,PCB
87.79,76.03,8,61.4,96.4,25,75.6,35.3,Commerce
92.63,75.46,23,73.6,97.4,55.6,99,23,PCB
91.16,88.61,72,66.2,86.2,28.5,67.8,32.7,PCB
76.09,78.57,34,56.2,83.1,51.5,45.6,27.9,PCB
88.81,81.25,65,72.4,65.7,77.3,78.9,40.2,PCM
90.97,78.02,21,73.9,87.8,45.7,66.8,33.9,Commerce
97.27,79.11,61,41.4,45.5,24.7,56.6,31.4,Commerce
84.98,77.82,71,64.8,89.3,91.7,87,23,Commerce
89.08,79.46,59,52.5,64.5,48.8,78.2,45.8,Commerce
98.26,78.25,22,84.6,59.3,75,83.1,38.5,Arts
80.08,79.94,30,36.1,73.2,47,66.2,34.8,Commerce
86.94,79.6,45,39.8,51.6,53.9,95.5,57.4,Arts
92.49,42.19,12,43.8,48.5,34,62.4,32.5,PCM
99.22,47.96,18,60.8,91.2,63.1,74.8,33.3,Arts
99.22,76.64,69,71.6,42.1,42.6,88.2,30.1,Commerce
89.9,79.19,21,64.9,92.4,88.1,57.8,57.9,PCB
99.22,79.3,24,59.9,88.7,35.2,74.9,28.2,PCB 
98.87,78.05,17,68.4,52.2,31.2,69,54.4,PCB
99.22,75.9,17,35,47.4,40,56,51.4,PCB
90.08,80.83,16,53.8,42.8,48.5,70.2,39.7,Arts
94.59,57.75,63,59.9,49.4,65.7,55.4,25.4,Commerce
99.22,40,25,59.7,52,56.3,48.2,53.5,Arts
93.15,76.88,18,57.3,43.8,26.6,63.5,36.2,Commerce
99.22,76.03,64,57.2,51.1,45.3,73.5,39,PCM
81.5,78.36,63,56.7,92.8,68.7,59.2,24.5,PCM
91.89,75.55,35,48.7,75.7,67.5,87,23,PCB
87.17,73.57,17,53.5,68.4,51.2,55.2,23,PCB
98.68,83.02,50,55.9,47.5,67.9,73.4,29.3,Commerce
96.48,76.5,31,71.3,30.8,65.7,69.8,23,PCB
85.68,76.7,8,54.2,57,48.1,63.9,23.1,Arts
83.97,79.16,60,55.1,67.4,45.2,56.6,29.1,PCB
94.08,59.19,40,54.6,50.4,66.8,87.8,39.6,PCM
83.29,80.66,18,54.8,12.5,77.6,82.5,39.6,PCM
99.22,53.12,15,69.7,64.6,50.7,70.7,52.9,PCB
85.68,80.93,65,78.9,67.9,90.6,60.3,28.1,PCB
97.02,51.38,22,54.1,82.7,60.8,70.3,36.2,Arts
89.95,81.58,49,57.2,93.7,33.6,80.8,27.8,Arts
91.01,78.67,71,49.6,83.8,95.4,67.8,28,Commerce
90.94,81.28,29,94.5,69,66.5,83.6,29,Arts
95.27,77.37,33,51.7,77.6,65.1,60.6,27.3,PCM
97.97,77.48,5,35.7,48.4,19.7,60.4,60.4,Commerce
90.38,74.89,9,46.8,91.9,90.3,83.6,23,Commerce
90.56,79.45,5,64,69.5,63.2,73.5,43.2,Commerce
91.45,77.05,20,59.9,86.5,76.9,85.4,35.1,Commerce
91.66,62.36,20,46.6,93,46.4,67.2,33.2,PCB 
98.41,73.57,39,72.3,84.5,67.3,69.2,31.1,PCB
74.85,86.96,72,65.3,71.8,57.1,55.9,26,PCB
90.59,78.18,13,39.4,62.7,36.3,63.6,47.6,PCM
93.4,47.23,16,50.9,74,48.8,60.8,65.5,Commerce
82.65,74.62,52,66.4,57.1,56.6,76.7,28,PCM
91.71,40,4,42.4,87.2,33.5,54.2,23,PCB
87.84,40.02,15,80.8,88.4,69.9,98.4,23,Commerce
93.38,80.66,13,62.8,92.1,57.3,63.6,34.7,PCB
90.15,80.1,81,58,79.6,71.2,66,23,PCM
92.65,80.07,86,66.6,46.5,55.9,84.9,45.7,PCM
91.13,75.18,75,68.2,85,69.8,70.7,29.8,Commerce
83.57,79.03,19,35,63.6,46,72.3,23,Commerce
84.61,79.12,9,61.5,87.8,43.4,57.5,45.9,PCB
88.77,75.93,30,71.4,68.1,52.1,72.8,36.5,PCB
89.21,78.04,23,56.6,65.4,53.5,63.2,26.1,PCM
94.57,73.57,18,71.6,77.1,64.8,97.1,23,PCB
92.23,45.74,73,64.3,51.2,51.3,48.8,43.9,Commerce
90.83,54.91,17,37.8,12.5,52.7,61.4,36.1,PCM
85.87,80.2,45,63.3,82.3,35.2,73.1,29.3,PCM
90.37,78.53,14,35,46,44,91.8,23,PCB
94.28,47.28,20,61.5,81.6,52.9,64.3,27.7,Commerce
81.81,75.77,13,66.9,78.8,55.4,56.5,23,Arts
96.26,76.39,15,65.2,79,61.4,71.3,43.3,PCB
89.56,76.61,19,72.9,85.5,87.3,73.4,31.8,PCM
89.4,76.23,58,63.2,62.2,53.5,61.3,37.6,PCM
95.61,90.37,30,48.8,73.7,70.6,57.2,24.2,PCB
91.18,72,5,39.3,87.7,62.4,74.3,39.1,Commerce
98.47,79.21,59,89.6,90.7,62.3,84.9,23,PCB
90.73,75.12,25,63.9,88,53.2,60.3,29.3,PCB
89.62,80.74,19,49.9,38,43.1,72,41,Commerce
86.18,82.35,25,49,51,40.6,73,41.9,Commerce
85.87,74.51,12,59.8,80.4,80.5,64.1,24.8,Arts
95.96,78.57,22,82.7,48.3,61,66.2,45.2,PCM
91.53,78.7,22,61.5,76.2,44.5,68.9,23,PCB
91.77,81.82,17,43.7,77.4,58.4,68.8,27.1,Commerce
94.1,79.43,60,64.3,53.6,81.3,84.4,31.2,Arts
99.14,82.56,18,65.4,52.2,61,62.3,23,Commerce
90.48,81.35,21,73.1,83.7,43.5,69.2,51.4,Commerce
88.67,78.71,3,51.9,45.4,37.6,48.5,32.4,PCB
99.22,77.61,40,65.9,75.8,60.7,49.6,31.2,PCM
89.67,57.54,80,72,98,37.4,63.1,38.1,Commerce
94.36,78.08,28,58.2,70.7,71.3,66.9,23,PCM
92.11,76.9,19,46.3,41,68.8,78.7,30.1,PCB
88.53,76.23,25,54,57.5,50.3,73.6,23,Commerce
86.7,78.16,67,58.1,69.1,54.6,67.6,29.6,PCB
81.7,84.21,33,65.6,41,46,62.7,31.2,PCM
95.23,80.31,14,79.4,57.9,46.5,72.9,47.4,PCM
88.79,78.34,9,56.8,82,49.5,62.4,24.4,PCM
94.38,50.55,16,68.3,77.8,56.4,63.8,33.8,PCB
99.22,75.66,18,42.4,78.3,34,87.6,38.6,Commerce
95.16,75.58,10,40.8,75.5,33.7,52.1,39.1,PCM
92.23,80.87,18,50.9,78.5,46.7,48.7,23,PCB
94.2,76.2,38,90.8,12.5,80.1,61.8,30.9,PCB
96.33,79.13,7,83,58.2,53.9,94.3,41,Commerce
89.51,79.05,16,59.8,63,64.1,64.4,30.3,PCM
96.55,76.04,13,50.9,38.9,25,65.8,41.5,PCM
90.46,48.7,22,60.6,87.6,59.9,60.4,39.2,Commerce
96.42,77.19,15,35,46.7,44.8,68.4,36.7,PCB
93.65,51.91,24,64,55.5,59.6,73.6,30.8,PCB
99.22,79.01,24,69.1,92.4,65.9,71,23,PCB
99,77.71,28,45.5,71.1,39,50.5,26.7,Commerce
93.25,74.93,78,64.2,60.4,51.8,68.4,23,PCM
89.96,75.63,30,67.6,88.8,44.9,60.8,35.2,PCB
94.63,78.9,20,64.5,54,55,72.1,43.5,PCB
82.83,40,21,52.3,86.4,50.2,72.1,36.7,PCM
96.31,76.23,20,57.8,58.7,26.7,52.3,37,PCB
98.21,82.86,67,68.2,85,60,81.2,53.6,PCB
93.87,49.97,12,76.5,38.1,53.7,78.5,35.9,PCM
85.12,47.07,15,48.6,61.5,39.7,50,54.5,PCM
93.97,77.17,22,60.5,48.6,55.7,50.9,27.6,PCB
88.34,76.94,21,67.7,92.6,57.5,72.8,23.9,PCB
94.79,78.01,3,62.7,76.1,78.6,64.4,23,PCB
93.83,88.82,21,73.8,59.1,73.8,81,29.7,PCB
97.66,77.89,30,64.6,88.5,60.5,67.9,58.4,Arts
73.89,78.87,18,57.2,77.1,78.3,67.2,23,Commerce
97,76.51,44,77.7,87.1,85.5,79.1,29.4,PCB
96.74,82.13,72,63.6,73.6,46.3,51.9,27,PCB
84.17,79.94,18,96.8,69.7,71.9,56.7,23,PCM
69.66,79.16,16,36.6,48.5,30.5,58.7,40.4,PCM
90.47,81.5,25,52.6,46.8,52.7,71.6,45.1,PCB
87.89,77.2,4,59.5,48.4,62.7,73.5,23,Commerce
94.59,78.96,22,45.2,70.8,60.6,66.5,23,Arts
99.22,80.35,15,62.2,51.1,43.6,74,23,PCM
90.13,74.44,75,56.7,59.2,70.2,71.9,23,PCM
88.81,50.52,47,43.7,81.6,36.4,72.6,23,Commerce
94.19,76.04,60,51.4,61.3,77.7,67,23,PCB
96.09,78.19,32,61.1,89.9,54.5,67.3,26.5,Commerce
93.38,76.32,24,56.8,89.9,40.9,64.4,55.7,PCM
99.22,76.78,15,61.2,56.1,33.2,54,28.6,Arts
92.34,77.8,79,66.6,38.7,80.7,54.6,32.7,Commerce
79.92,76.23,56,43.4,98,54.1,61.6,23,PCM
84.18,78.18,24,70.7,97.7,57.7,77.3,31.5,PCB
93.67,78.29,11,73.3,68.2,61.6,71.8,28.9,PCB
88.89,76.88,27,66,91.2,65.6,84.1,48.8,Arts
94.89,79.65,47,72.1,47.8,94.5,71.8,39.5,PCM
99.22,78.04,35,54.5,51,62.7,89.7,30.5,Commerce
85.57,76.57,72,68.2,57,54.9,74.7,35.3,Commerce
95.93,77.64,42,67.5,93.1,66.4,79.3,51.7,PCB
99.22,78.28,19,55.1,50.9,38.8,77.8,62.8,PCB
93.11,76.66,15,56.1,45.2,56.1,42,35.9,PCB
77.2,79.88,73,51.5,52.7,54.1,68,50.1,PCB
90.08,83.4,54,76.2,62.7,37.4,65.6,43.2,Commerce
79.13,81.91,32,58.9,48.9,47.5,67.7,27.5,PCB
80.15,82.48,19,56.1,61.4,58.8,77.7,41.1,PCB
96.07,81.01,21,70.5,87.9,54.6,81.3,40.3,Commerce
96.29,79.8,14,90.7,72,55.8,70.3,44.3,PCB
99.22,79.05,24,37.2,70.8,21.4,54.8,47.7,PCM
97.24,76.36,17,37,43.2,43.4,50.5,34.8,PCB
88.22,78.31,19,77.6,74.1,71,74.9,45.6,Commerce
98.36,79.16,19,91.1,94.8,56.7,78.1,30.3,PCM
94.18,79.34,53,45.2,50.4,71,67.2,53.3,Commerce
95.14,75.9,8,54.1,79.9,67.5,57.4,23,PCB
77.72,76.25,85,55.4,55.5,54.7,67.9,43.2,Commerce
97.89,40,62,66.2,46.5,55.5,65.7,23,PCB
87.65,74.99,80,64.7,81.4,51.7,55.5,23,Commerce
92.18,76.3,19,36.7,65.4,26.4,45.6,23,Commerce
72.2,76.88,7,53.1,79.4,47.4,57,23,Commerce
90.27,79.18,11,70.5,59.1,61.3,78.9,33.4,Arts
85.09,77.8,26,92,88.2,58.2,82.6,28.8,PCB
92.3,76.27,54,42.5,55.4,31.8,59.1,23,Commerce
87.4,77.69,15,59.8,58.3,46.1,74.1,48.9,PCM
89.46,81.94,15,62.5,52.4,52.3,45,36.2,Commerce
93.98,76.05,27,91.1,77.3,69.9,87.3,33.2,Commerce
85.27,77.88,15,53.2,90.5,33,71.2,23,PCB
95.24,78.77,69,56.1,53.9,54.3,82.5,48.5,PCM
89.19,77.32,76,52.7,74,66.5,53.8,35.7,Commerce
98.14,79.34,18,38.7,48.9,27,64.7,27.1,Commerce
75.68,80.23,20,39.2,63.8,27.8,72.8,31.9,PCB
96.46,76.77,72,66.2,69.7,58,63.2,36.4,PCM
77.52,44.63,11,76.1,72.4,57.3,70.7,39,Arts
94.41,79.39,31,55.6,48,53.3,45.8,30.9,Commerce
84.14,75.58,66,40.3,53.9,41.4,70.4,23.3,Commerce
75.47,79.22,28,81.7,91.1,59.5,63,23.2,Commerce
97.5,78.51,25,77.8,55.4,88.2,53.6,23,Arts
82.38,73.57,5,37.9,68.1,20.3,39.7,41.2,Commerce
79.96,77.38,51,62.4,45.1,67.5,51.6,52.9,Commerce
91.41,78.57,55,60.6,74.8,47.4,76.8,23,PCM
98.55,83.02,53,63.8,12.5,39.1,76.9,32.3,PCB
91.53,77.78,24,70.6,55.9,76.3,73.8,43.4,PCB
91.39,77.98,23,50.8,50.1,64.4,59.6,48.8,PCB
90.44,45.62,29,71,63.5,56.1,75.3,46.3,PCM
92.1,53.2,16,66.9,85.9,49.6,71.9,55.1,PCB
87.87,80.68,48,39.7,39.1,71.4,62.2,23,Commerce
97.64,79.8,19,67.8,44.9,78.3,79.5,23,Commerce
98.6,77.3,11,44.8,90.8,17,63.5,23,PCM
90.24,74.55,20,76.3,67.2,46.7,62.9,23,PCB
97.55,79.64,37,59.4,47.5,51.7,67,43.8,PCM
88.5,79.18,19,71.1,47.2,65.1,55.7,49.4,PCB
84.34,43.83,52,60.9,28.1,55.3,55.9,23,Commerce
87.65,78.66,10,61.5,50.3,55.3,56,23,PCB
88.9,78.29,15,65.8,42.5,69.4,52.2,33.4,Commerce
91.41,47.69,37,58.3,86.3,43.9,75.8,53.4,PCM
97.93,81.77,31,71.2,53.7,51.8,77,35.3,PCB
85.17,78.05,14,46.9,51.3,30.3,44.2,40.1,PCM
84.57,77.23,11,71.1,77.5,74.8,81.5,23,PCM
99.22,80.26,11,62.9,66.3,33.8,66.7,58.1,Commerce
94.99,76.62,41,89.9,67.2,64,69.6,23,PCB
90.7,43.23,17,53.3,49.9,49.2,66.2,40.8,Commerce
97.86,75.02,16,98,73.8,66.2,79.9,41.4,PCB
86.67,81.4,28,48.2,84,60,42.7,48.2,PCB
89.5,78.19,7,44.3,56,26.6,78.4,31.6,PCB
88.11,74.83,52,50.9,55.1,50.4,63.4,32.8,PCM
86.15,76.53,13,95.2,94.8,76.1,82.4,37.7,PCB
84.67,80.51,66,46.5,80.4,39.8,71.9,31,PCB
90.17,77.7,20,59.8,55.6,65.6,88.3,29.7,PCM
94.65,80.79,23,81,86.8,61.6,65.5,36.3,Commerce
99.22,74.83,8,37.2,56.4,41,58.2,55,PCM
86.62,45.31,7,65.2,71.9,63.8,52.4,49.1,PCB
79.05,73.52,28,40.7,52.4,34.8,52.8,28.5,PCB
85.92,75.09,79,48.5,93.9,45.9,77.5,23.6,PCM
88.03,78.15,10,37.8,60.8,30.1,47.6,43.8,Commerce
97.91,79.81,17,48.4,59,58.8,78.6,29.5,Commerce
98.87,74.97,32,55.9,75.4,77.7,74.1,32.5,PCB
89.3,78.44,32,68.5,77.7,89.1,51.6,23,Commerce
87.1,76.82,24,71.3,54,58.3,77,34.1,PCB
94.01,77.58,12,61.7,67.7,43.9,59.2,30.5,PCB 
90.1,78.45,51,41,66.2,46.8,72.9,39.7,PCB
99.22,76.49,16,57.1,56.6,49.3,74.6,23,PCB
94.34,77.99,3,47.7,81.2,33.3,60.6,34.5,Commerce
89.67,78.74,17,60.5,69,66.6,82.2,30.2,PCM
98.2,78.11,30,66.9,73.6,38.3,74.6,23,Arts
95.44,82.34,66,53.9,62.4,41.2,79.3,44.2,PCM
98.13,79.04,57,60.6,72.2,42.2,46,24.1,PCB
95.35,61.1,25,40.2,52.8,42.6,58.8,43.2,PCB
95.56,79.6,49,65.4,59.3,41,64.3,30.2,Commerce
99.22,85.06,19,71.5,63.4,53.2,86.6,27.4,PCB
94,76.21,34,56.9,66.2,80.3,70.1,26.8,PCB
95.17,77.34,17,53.5,71.2,49.3,49.8,25.5,PCB
85.14,76.57,3,38.5,65.5,17,72.1,68.7,Commerce
